image_path,Сезон,Материал подошвы,Материал верха,Цвет,Страна производства
images_shoes\image_1_MP002XM0VKG4_22119114_2_v2_2x.jpeg,мульти,этиленвинилацетат,"текстиль, натуральный спилок",черный,
images_shoes\image_2_MP002XM0VKG4_22119116_3_v2_2x.jpeg,мульти,этиленвинилацетат,"текстиль, натуральный спилок",черный,
images_shoes\image_3_MP002XM0VKG4_22119118_4_v2_2x.jpeg,мульти,этиленвинилацетат,"текстиль, натуральный спилок",черный,
images_shoes\image_4_MP002XM0VKG4_22119119_5_v2_2x.jpeg,мульти,этиленвинилацетат,"текстиль, натуральный спилок",черный,
images_shoes\image_0_MP002XM0BPSQ_24792149_1_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BPSQ_24792150_2_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BPSQ_24792151_3_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BPSQ_24792152_4_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BPSQ_24792153_5_v1.jpg,демисезон,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_0_MP002XM08V39_18104436_1_v1.jpg,демисезон,термоэластопласт,"искусственная кожа, текстиль",коричневый,
images_shoes\image_1_MP002XM08V39_18104437_2_v1.jpg,демисезон,термоэластопласт,"искусственная кожа, текстиль",коричневый,
images_shoes\image_2_MP002XM08V39_18104438_3_v1.jpg,демисезон,термоэластопласт,"искусственная кожа, текстиль",коричневый,
images_shoes\image_3_MP002XM08V39_18104439_4_v1.jpg,демисезон,термоэластопласт,"искусственная кожа, текстиль",коричневый,
images_shoes\image_4_MP002XM08V39_18104440_5_v1.jpg,демисезон,термоэластопласт,"искусственная кожа, текстиль",коричневый,
images_shoes\image_0_MP002XM09FQV_15313766_1_v2.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_1_MP002XM09FQV_15313767_2_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_2_MP002XM09FQV_15313768_3_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_3_MP002XM09FQV_15313769_4_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_4_MP002XM09FQV_15313770_5_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BOAH_24747597_1_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,
images_shoes\image_1_MP002XM0BOAH_24747598_2_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,
images_shoes\image_2_MP002XM0BOAH_24747599_3_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,
images_shoes\image_3_MP002XM0BOAH_24747602_4_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,
images_shoes\image_4_MP002XM0BOAH_24747603_5_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,
images_shoes\image_0_MP002XM00CVN_23245352_1_v1.jpg,мульти,этиленвинилацетат,"текстиль, термополиуретан",черный,
images_shoes\image_1_MP002XM00CVN_23245353_2_v1.jpg,мульти,этиленвинилацетат,"текстиль, термополиуретан",черный,
images_shoes\image_2_MP002XM00CVN_23245354_3_v1.jpg,мульти,этиленвинилацетат,"текстиль, термополиуретан",черный,
images_shoes\image_3_MP002XM00CVN_23245355_4_v1.jpg,мульти,этиленвинилацетат,"текстиль, термополиуретан",черный,
images_shoes\image_4_MP002XM00CVN_23245356_5_v1.jpg,мульти,этиленвинилацетат,"текстиль, термополиуретан",черный,
images_shoes\image_0_MP002XM003RP_22351240_1_v1.jpeg,демисезон,резина,полиуретан,черный,
images_shoes\image_1_MP002XM003RP_22351241_2_v1.jpeg,демисезон,резина,полиуретан,черный,
images_shoes\image_2_MP002XM003RP_22351242_3_v1.jpeg,демисезон,резина,полиуретан,черный,
images_shoes\image_3_MP002XM003RP_22351243_4_v1.jpeg,демисезон,резина,полиуретан,черный,
images_shoes\image_4_MP002XM003RP_22351244_5_v1.jpeg,демисезон,резина,полиуретан,черный,
images_shoes\image_5_MP002XM003RP_22351269_6_v1.jpeg,демисезон,резина,полиуретан,черный,
images_shoes\image_0_MP002XM0BB5C_24315476_1_v1.jpg,зима,"термопластичная резина, этиленвинилацетат","искусственная кожа, искусственный нубук, полиуретан, текстиль",черный,
images_shoes\image_1_MP002XM0BB5C_24315477_2_v1.jpg,зима,"термопластичная резина, этиленвинилацетат","искусственная кожа, искусственный нубук, полиуретан, текстиль",черный,
images_shoes\image_2_MP002XM0BB5C_24315478_3_v1.jpg,зима,"термопластичная резина, этиленвинилацетат","искусственная кожа, искусственный нубук, полиуретан, текстиль",черный,
images_shoes\image_3_MP002XM0BB5C_24315479_4_v1.jpg,зима,"термопластичная резина, этиленвинилацетат","искусственная кожа, искусственный нубук, полиуретан, текстиль",черный,
images_shoes\image_4_MP002XM0BB5C_24315480_5_v1.jpg,зима,"термопластичная резина, этиленвинилацетат","искусственная кожа, искусственный нубук, полиуретан, текстиль",черный,
images_shoes\image_0_MP002XM0BW0V_24967746_1_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,
images_shoes\image_1_MP002XM0BW0V_24967754_2_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,
images_shoes\image_2_MP002XM0BW0V_24967758_3_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,
images_shoes\image_3_MP002XM0BW0V_24967764_4_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,
images_shoes\image_4_MP002XM0BW0V_24967768_5_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,
images_shoes\image_5_MP002XM0BW0V_24967772_6_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,
images_shoes\image_0_MP002XM0BJ5Z_24382134_1_v1.jpeg,мульти,"термопластичная резина, термополиуретан, этиленвинилацетат",искусственный нубук,бежевый,
images_shoes\image_1_MP002XM0BJ5Z_24382333_2_v1.jpeg,мульти,"термопластичная резина, термополиуретан, этиленвинилацетат",искусственный нубук,бежевый,
images_shoes\image_2_MP002XM0BJ5Z_24382115_3_v1.jpeg,мульти,"термопластичная резина, термополиуретан, этиленвинилацетат",искусственный нубук,бежевый,
images_shoes\image_3_MP002XM0BJ5Z_24382329_4_v1.jpeg,мульти,"термопластичная резина, термополиуретан, этиленвинилацетат",искусственный нубук,бежевый,
images_shoes\image_4_MP002XM0BJ5Z_24382131_5_v1.jpeg,мульти,"термопластичная резина, термополиуретан, этиленвинилацетат",искусственный нубук,бежевый,
images_shoes\image_5_MP002XM0BJ5Z_24382125_6_v1.jpeg,мульти,"термопластичная резина, термополиуретан, этиленвинилацетат",искусственный нубук,бежевый,
images_shoes\image_0_RTLAAK087101_14418452_1_v2.jpg,мульти,резина,натуральная кожа,белый,
images_shoes\image_1_RTLAAK087101_14418453_2_v2.jpg,мульти,резина,натуральная кожа,белый,
